algorithm,outcome,model,feature_set,rsq_median,rsq_sd,feature_version,id
glmnet,continuous,poisson,all_outgoing,0.08348012081808708,0.016651572265384374,features_cell_v2_network_v1_full,263
glmnet,continuous,poisson,all_bidirectional,0.04916220421291988,0.01746109373560675,features_cell_v2_network_v1_full,264
glmnet,continuous,normal,raw_incoming,0.03498456284363531,0.015956817752318764,features_cell_v2_network_v1_full,265
glmnet,continuous,normal,raw_outgoing,0.03722209847291569,0.014295848735300154,features_cell_v2_network_v1_full,266
glmnet,continuous,normal,raw_bidirectional,0.04241491024173257,0.00798297183134982,features_cell_v2_network_v1_full,267
glmnet,continuous,normal,prop_incoming,0.13241797272210074,0.014534023947235457,features_cell_v2_network_v1_full,268
glmnet,continuous,normal,prop_bidirectional,0.13241797272210074,0.014534023947235457,features_cell_v2_network_v1_full,269
glmnet,continuous,normal,all_incoming,0.0462000053699204,0.01683039164829266,features_cell_v2_network_v1_full,270
glmnet,continuous,normal,all_outgoing,0.046277653331442584,0.017908690327499692,features_cell_v2_network_v1_full,271
glmnet,continuous,normal,all_bidirectional,0.03814256049396293,0.015871375330445667,features_cell_v2_network_v1_full,272
glmnet,continuous,poisson,raw_incoming,0.051714842666106514,0.020533739700566534,features_cell_v2_network_v2_full,273
glmnet,continuous,poisson,raw_outgoing,0.04946787436989017,0.011031678290385356,features_cell_v2_network_v2_full,274
glmnet,continuous,poisson,raw_bidirectional,0.053509967034793826,0.007551153499381752,features_cell_v2_network_v2_full,275
glmnet,continuous,poisson,prop_incoming,0.11848862983948491,0.018618277175864246,features_cell_v2_network_v2_full,276
glmnet,continuous,poisson,prop_bidirectional,0.11848862983948491,0.018618277175864246,features_cell_v2_network_v2_full,277
glmnet,continuous,poisson,all_incoming,0.08712932625094874,0.022418108378303138,features_cell_v2_network_v2_full,278
glmnet,continuous,poisson,all_outgoing,0.06766277909285331,0.022408626587217862,features_cell_v2_network_v2_full,279
glmnet,continuous,poisson,all_bidirectional,0.06897518493429237,0.021520476426284955,features_cell_v2_network_v2_full,280
glmnet,continuous,normal,raw_incoming,0.04232401169220612,0.018718448207294392,features_cell_v2_network_v2_full,281
glmnet,continuous,normal,raw_outgoing,0.04064389281684001,0.009188828766144068,features_cell_v2_network_v2_full,282
glmnet,continuous,normal,raw_bidirectional,0.03974559289346076,0.007935439549874869,features_cell_v2_network_v2_full,283
glmnet,continuous,normal,prop_incoming,0.11882159334422232,0.019083447412876223,features_cell_v2_network_v2_full,284
glmnet,continuous,normal,prop_bidirectional,0.11882159334422232,0.019083447412876223,features_cell_v2_network_v2_full,285
glmnet,continuous,normal,all_incoming,0.06188292241011939,0.020020033990922725,features_cell_v2_network_v2_full,286
glmnet,continuous,normal,all_outgoing,0.0481992574328291,0.019495791731907196,features_cell_v2_network_v2_full,287
glmnet,continuous,normal,all_bidirectional,0.045450700796579695,0.01861885652147832,features_cell_v2_network_v2_full,288
glmnet,continuous,poisson,raw_incoming,0.04230172266638419,0.015258166131485364,features_cell_v2_network_v3_full,289
glmnet,continuous,poisson,raw_outgoing,0.05426810128837572,0.012191978624404824,features_cell_v2_network_v3_full,290
glmnet,continuous,poisson,raw_bidirectional,0.0347402097652081,0.00875856871757525,features_cell_v2_network_v3_full,291
glmnet,continuous,poisson,prop_incoming,0.14262827207628292,0.016188764943289035,features_cell_v2_network_v3_full,292
glmnet,continuous,poisson,prop_bidirectional,0.14262827207628292,0.016188764943289035,features_cell_v2_network_v3_full,293
glmnet,continuous,poisson,all_incoming,0.0826660783844638,0.01489586039239533,features_cell_v2_network_v3_full,294
glmnet,continuous,poisson,all_outgoing,0.08441004458101356,0.01367814544235416,features_cell_v2_network_v3_full,295
glmnet,continuous,poisson,all_bidirectional,0.08243810102188345,0.014224967862971094,features_cell_v2_network_v3_full,296
glmnet,continuous,normal,raw_incoming,0.040926640977514125,0.008099473991864375,features_cell_v2_network_v3_full,297
glmnet,continuous,normal,raw_outgoing,0.02750107591817967,0.011270607820138735,features_cell_v2_network_v3_full,298
glmnet,continuous,normal,raw_bidirectional,0.05343726445325732,0.008389863643697974,features_cell_v2_network_v3_full,299
glmnet,continuous,normal,prop_incoming,0.14262827207628287,0.016190110424441795,features_cell_v2_network_v3_full,300
glmnet,continuous,normal,prop_bidirectional,0.14262827207628287,0.016190110424441795,features_cell_v2_network_v3_full,301
glmnet,continuous,normal,all_incoming,0.07998730047987057,0.014928855773691217,features_cell_v2_network_v3_full,302
glmnet,continuous,normal,all_outgoing,0.08363733384652494,0.013113698849997213,features_cell_v2_network_v3_full,303
glmnet,continuous,normal,all_bidirectional,0.08568862865090772,0.013500706590014885,features_cell_v2_network_v3_full,304
glmnet,continuous,poisson,raw_incoming,0.04667230490359826,0.017357774636855366,features_cell_v2_network_v4_full,305
glmnet,continuous,poisson,raw_outgoing,0.061171187476013925,0.009036075180697873,features_cell_v2_network_v4_full,306
glmnet,continuous,poisson,raw_bidirectional,0.04493524636121959,0.008413308459328068,features_cell_v2_network_v4_full,307
glmnet,continuous,poisson,prop_incoming,0.14479560955194964,0.016442433295916145,features_cell_v2_network_v4_full,308
glmnet,continuous,poisson,prop_bidirectional,0.14479560955194964,0.016442433295916145,features_cell_v2_network_v4_full,309
glmnet,continuous,poisson,all_incoming,0.07617572780557685,0.013988091545007493,features_cell_v2_network_v4_full,310
glmnet,continuous,poisson,all_outgoing,0.07308051426184876,0.012992187921117414,features_cell_v2_network_v4_full,311
glmnet,continuous,poisson,all_bidirectional,0.06694920646815017,0.01450174458576795,features_cell_v2_network_v4_full,312
glmnet,continuous,normal,raw_incoming,0.04420132533047267,0.010058054283185193,features_cell_v2_network_v4_full,313
glmnet,continuous,normal,raw_outgoing,0.034847534997412846,0.014806183307125208,features_cell_v2_network_v4_full,314
glmnet,continuous,normal,raw_bidirectional,0.04019457017223366,0.009468210603841256,features_cell_v2_network_v4_full,315
glmnet,continuous,normal,prop_incoming,0.1448023826710532,0.016497817302949663,features_cell_v2_network_v4_full,316
glmnet,continuous,normal,prop_bidirectional,0.1448023826710532,0.016497817302949663,features_cell_v2_network_v4_full,317
glmnet,continuous,normal,all_incoming,0.06868178756299004,0.012825889152725896,features_cell_v2_network_v4_full,318
glmnet,continuous,normal,all_outgoing,0.06979325789135829,0.012636190902906469,features_cell_v2_network_v4_full,319
glmnet,continuous,normal,all_bidirectional,0.06773538799832993,0.012740643579313905,features_cell_v2_network_v4_full,320
