algorithm,outcome,model,feature_set,rsq_median,rsq_sd,feature_version,id,roc_auc_median,roc_auc_sd
glmnet,continuous,poisson,raw,0.04721686876886858,0.011036421983392065,features_msgs_v2_contact_full_v1,55,NA,NA
glmnet,continuous,poisson,prop,0.13433424989160686,0.014936884405970708,features_msgs_v2_contact_full_v1,56,NA,NA
glmnet,continuous,poisson,all,0.04916220421291988,0.01746109373560675,features_msgs_v2_contact_full_v1,57,NA,NA
glmnet,continuous,normal,raw,0.04241491024173257,0.00798297183134982,features_msgs_v2_contact_full_v1,58,NA,NA
glmnet,continuous,normal,prop,0.13241797272210074,0.014534023947235457,features_msgs_v2_contact_full_v1,59,NA,NA
glmnet,continuous,normal,all,0.03814256049396293,0.015871375330445667,features_msgs_v2_contact_full_v1,60,NA,NA
glmnet,continuous,poisson,raw,0.053509967034793826,0.007551153499381752,features_msgs_v2_contact_full_v2,61,NA,NA
glmnet,continuous,poisson,prop,0.11848862983948491,0.018618277175864246,features_msgs_v2_contact_full_v2,62,NA,NA
glmnet,continuous,poisson,all,0.06897518493429237,0.021520476426284955,features_msgs_v2_contact_full_v2,63,NA,NA
glmnet,continuous,normal,raw,0.03974559289346076,0.007935439549874869,features_msgs_v2_contact_full_v2,64,NA,NA
glmnet,continuous,normal,prop,0.11882159334422232,0.019083447412876223,features_msgs_v2_contact_full_v2,65,NA,NA
glmnet,continuous,normal,all,0.045450700796579695,0.01861885652147832,features_msgs_v2_contact_full_v2,66,NA,NA
glmnet,continuous,poisson,raw,0.0347402097652081,0.00875856871757525,features_msgs_v2_contact_full_v3,67,NA,NA
glmnet,continuous,poisson,prop,0.14262827207628292,0.016188764943289035,features_msgs_v2_contact_full_v3,68,NA,NA
glmnet,continuous,poisson,all,0.08243810102188345,0.014224967862971094,features_msgs_v2_contact_full_v3,69,NA,NA
glmnet,continuous,normal,raw,0.05343726445325732,0.008389863643697974,features_msgs_v2_contact_full_v3,70,NA,NA
glmnet,continuous,normal,prop,0.14262827207628287,0.016190110424441795,features_msgs_v2_contact_full_v3,71,NA,NA
glmnet,continuous,normal,all,0.08568862865090772,0.013500706590014885,features_msgs_v2_contact_full_v3,72,NA,NA
glmnet,continuous,poisson,raw,0.04493524636121959,0.008413308459328068,features_msgs_v2_contact_full_v4,73,NA,NA
glmnet,continuous,poisson,prop,0.14479560955194964,0.016442433295916145,features_msgs_v2_contact_full_v4,74,NA,NA
glmnet,continuous,poisson,all,0.06694920646815017,0.01450174458576795,features_msgs_v2_contact_full_v4,75,NA,NA
glmnet,continuous,normal,raw,0.04019457017223366,0.009468210603841256,features_msgs_v2_contact_full_v4,76,NA,NA
glmnet,continuous,normal,prop,0.1448023826710532,0.016497817302949663,features_msgs_v2_contact_full_v4,77,NA,NA
glmnet,continuous,normal,all,0.06773538799832993,0.012740643579313905,features_msgs_v2_contact_full_v4,78,NA,NA
glmnet,binary,logistic,raw,NA,NA,features_msgs_v2_contact_full_v1,79,0.7159420289855072,0.02377155740020997
glmnet,binary,logistic,prop,NA,NA,features_msgs_v2_contact_full_v1,80,0.7101449275362319,0.021327632221243856
glmnet,binary,logistic,all,NA,NA,features_msgs_v2_contact_full_v1,81,0.7101449275362319,0.01847959947637046
glmnet,binary,logistic,raw,NA,NA,features_msgs_v2_contact_full_v2,82,0.672463768115942,0.02832793590132508
glmnet,binary,logistic,prop,NA,NA,features_msgs_v2_contact_full_v2,83,0.7246376811594203,0.021984190773697114
glmnet,binary,logistic,all,NA,NA,features_msgs_v2_contact_full_v2,84,0.7173913043478262,0.022457785095238613
glmnet,binary,logistic,raw,NA,NA,features_msgs_v2_contact_full_v3,85,0.6811594202898551,0.023786583608572717
glmnet,binary,logistic,prop,NA,NA,features_msgs_v2_contact_full_v3,86,0.761231884057971,0.023822084650685187
glmnet,binary,logistic,all,NA,NA,features_msgs_v2_contact_full_v3,87,0.7550724637681159,0.021297464762117805
glmnet,binary,logistic,raw,NA,NA,features_msgs_v2_contact_full_v4,88,0.6572463768115941,0.027011813702729575
glmnet,binary,logistic,prop,NA,NA,features_msgs_v2_contact_full_v4,89,0.7655797101449275,0.023269705195699292
glmnet,binary,logistic,all,NA,NA,features_msgs_v2_contact_full_v4,90,0.7463768115942029,0.022462679476163788
